Date,Symbol,Shares,PriceOnDate,Sector
2018-05-01,COST,61,196.5500030517578,Consumer Defensive
2018-05-01,EURUSD=X,169,1.2081234455108643,Other
2018-05-01,META,97,173.86000061035156,Communication Services
2018-05-01,GBPUSD=X,170,1.3772207498550415,Other
2018-05-01,GOOGL,150,52.037498474121094,Communication Services
2018-05-01,GS,174,236.6699981689453,Financial Services
2018-05-01,INTC,126,53.33000183105469,Technology
2018-05-01,JNJ,167,126.01000213623047,Healthcare
2018-05-01,JPM,244,108.77999877929688,Financial Services
2018-05-01,JPYUSD=X,219,0.00914720632135868,Other
2018-05-01,KO,149,42.59000015258789,Consumer Defensive
2018-05-01,MS,101,51.810001373291016,Financial Services
2018-05-01,MSFT,203,95.0,Technology
2018-05-01,NVDA,179,5.678500175476074,Technology
2018-05-01,PFE,159,33.58633804321289,Healthcare
2018-05-01,PG,184,71.95999908447266,Consumer Defensive
2018-05-01,QQQ,53,162.77999877929688,Other
2018-05-01,SPY,220,264.9800109863281,Other
2018-05-01,UNH,123,236.85000610351562,Healthcare
2018-05-01,VUG,138,143.2100067138672,Other
2018-05-01,WMT,115,29.136667251586914,Consumer Defensive
2018-05-01,XLF,99,27.459999084472656,Other
2018-05-01,XLV,96,82.22000122070312,Other
2018-06-01,AAPL,190,47.560001373291016,Technology
2018-06-01,ABBV,106,98.05000305175781,Healthcare
2018-06-01,BAC,131,29.399999618530273,Financial Services
2018-06-01,COST,245,197.1300048828125,Consumer Defensive
2018-06-01,EURUSD=X,169,1.1693171262741089,Other
2018-06-01,META,97,193.99000549316406,Communication Services
2018-06-01,GBPUSD=X,170,1.3289390802383423,Other
2018-06-01,GOOGL,150,56.75,Communication Services
2018-06-01,GS,174,228.35000610351562,Financial Services
2018-06-01,INTC,126,57.08000183105469,Technology
2018-06-01,JNJ,167,121.26000213623047,Healthcare
2018-06-01,JPM,244,108.4000015258789,Financial Services
2018-06-01,JPYUSD=X,219,0.009195487014949322,Other
2018-06-01,KO,149,43.119998931884766,Consumer Defensive
2018-06-01,MS,101,51.209999084472656,Financial Services
2018-06-01,MSFT,203,100.79000091552734,Technology
2018-06-01,NVDA,179,6.440499782562256,Technology
2018-06-01,PFE,159,34.39278793334961,Healthcare
2018-06-01,PG,136,73.44999694824219,Consumer Defensive
2018-06-01,QQQ,53,172.74000549316406,Other
2018-06-01,SPY,220,273.6000061035156,Other
2018-06-01,UNH,123,243.35000610351562,Healthcare
2018-06-01,VUG,138,150.2899932861328,Other
2018-06-01,WMT,115,27.663333892822266,Consumer Defensive
2018-06-01,XLF,99,27.479999542236328,Other
2018-06-01,XLV,96,83.36000061035156,Other
2018-07-01,AAPL,190,46.27750015258789,Technology
2018-07-01,ABBV,106,92.6500015258789,Healthcare
2018-07-01,BAC,86,28.190000534057617,Financial Services
2018-07-01,COST,245,208.97999572753906,Consumer Defensive
2018-07-01,EURUSD=X,169,1.1562966108322144,Other
2018-07-01,META,97,194.32000732421875,Communication Services
2018-07-01,GBPUSD=X,170,1.3075141906738281,Other
2018-07-01,GOOGL,150,56.45949935913086,Communication Services
2018-07-01,GS,174,220.57000732421875,Financial Services
2018-07-01,INTC,126,49.709999084472656,Technology
2018-07-01,JNJ,167,121.33999633789062,Healthcare
2018-07-01,JPM,244,104.19999694824219,Financial Services
2018-07-01,JPYUSD=X,219,0.009050920605659485,Other
2018-07-01,KO,149,43.86000061035156,Consumer Defensive
2018-07-01,MS,101,47.400001525878906,Financial Services
2018-07-01,MSFT,203,98.61000061035156,Technology
2018-07-01,NVDA,179,5.922500133514404,Technology
2018-07-01,PFE,159,34.4212532043457,Healthcare
2018-07-01,PG,136,78.05999755859375,Consumer Defensive
2018-07-01,QQQ,53,171.64999389648438,Other
2018-07-01,SPY,220,271.2799987792969,Other
2018-07-01,UNH,123,245.33999633789062,Healthcare
2018-07-01,VUG,138,149.80999755859375,Other
2018-07-01,WMT,115,28.549999237060547,Consumer Defensive
2018-07-01,XLF,99,26.59000015258789,Other
2018-07-01,XLV,96,83.45999908447266,Other
2018-08-01,AAPL,190,50.375,Technology
2018-08-01,ABBV,106,93.91000366210938,Healthcare
2018-08-01,BAC,86,31.25,Financial Services
2018-08-01,COST,245,217.1300048828125,Consumer Defensive
2018-08-01,EURUSD=X,169,1.168961763381958,Other
2018-08-01,META,97,171.64999389648438,Communication Services
2018-08-01,GBPUSD=X,170,1.3121638298034668,Other
2018-08-01,GOOGL,150,61.64950180053711,Communication Services
2018-08-01,GS,174,236.0399932861328,Financial Services
2018-08-01,INTC,126,48.810001373291016,Technology
2018-08-01,JNJ,167,132.63999938964844,Healthcare
2018-08-01,JPM,244,115.66000366210938,Financial Services
2018-08-01,JPYUSD=X,219,0.00894390419125557,Other
2018-08-01,KO,149,46.38999938964844,Consumer Defensive
2018-08-01,MS,101,50.18000030517578,Financial Services
2018-08-01,MSFT,203,106.27999877929688,Technology
2018-08-01,NVDA,179,6.161749839782715,Technology
2018-08-01,PFE,159,38.20683288574219,Healthcare
2018-08-01,PG,136,80.6500015258789,Consumer Defensive
2018-08-01,QQQ,53,177.1199951171875,Other
2018-08-01,SPY,220,280.8599853515625,Other
2018-08-01,UNH,123,253.3699951171875,Healthcare
2018-08-01,VUG,138,153.97999572753906,Other
2018-08-01,WMT,115,29.413333892822266,Consumer Defensive
2018-08-01,XLF,99,27.950000762939453,Other
2018-08-01,XLV,96,88.94999694824219,Other
2018-09-01,AAPL,56,56.907501220703125,Technology
2018-09-01,ABBV,106,95.9800033569336,Healthcare
2018-09-01,BAC,86,30.93000030517578,Financial Services
2018-09-01,COST,245,233.1300048828125,Consumer Defensive
2018-09-01,EURUSD=X,169,1.1664663553237915,Other
2018-09-01,META,97,175.72999572753906,Communication Services
2018-09-01,GBPUSD=X,170,1.301100730895996,Other
2018-09-01,GOOGL,113,61.59000015258789,Communication Services
2018-09-01,GS,174,237.80999755859375,Financial Services
2018-09-01,INTC,126,48.43000030517578,Technology
2018-09-01,JNJ,167,134.69000244140625,Healthcare
2018-09-01,JPM,244,114.58000183105469,Financial Services
2018-09-01,JPYUSD=X,219,0.00900909025222063,Other
2018-09-01,KO,149,44.56999969482422,Consumer Defensive
2018-09-01,MS,211,48.83000183105469,Financial Services
2018-09-01,MSFT,203,112.33000183105469,Technology
2018-09-01,NVDA,179,7.017000198364258,Technology
2018-09-01,PFE,207,39.39278793334961,Healthcare
2018-09-01,PG,136,82.94999694824219,Consumer Defensive
2018-09-01,QQQ,53,186.64999389648438,Other
2018-09-01,SPY,220,290.30999755859375,Other
2018-09-01,UNH,123,268.4599914550781,Healthcare
2018-09-01,VUG,138,160.74000549316406,Other
2018-09-01,WMT,115,31.953332901000977,Consumer Defensive
2018-09-01,XLF,99,28.329999923706055,Other
2018-09-01,XLV,96,92.77999877929688,Other
2018-10-01,AAPL,56,56.814998626708984,Technology
2018-10-01,ABBV,106,95.0,Healthcare
2018-10-01,BAC,86,29.649999618530273,Financial Services
2018-10-01,COST,245,234.64999389648438,Consumer Defensive
2018-10-01,EURUSD=X,169,1.1605371236801147,Other
2018-10-01,META,97,162.44000244140625,Communication Services
2018-10-01,GBPUSD=X,170,1.3039000034332275,Other
2018-10-01,GOOGL,113,60.42649841308594,Communication Services
2018-10-01,GS,174,225.3300018310547,Financial Services
2018-10-01,INTC,126,46.45000076293945,Technology
2018-10-01,JNJ,167,139.69000244140625,Healthcare
2018-10-01,JPM,244,113.5,Financial Services
2018-10-01,JPYUSD=X,219,0.008787655271589756,Other
2018-10-01,KO,149,46.22999954223633,Consumer Defensive
2018-10-01,MS,211,46.630001068115234,Financial Services
2018-10-01,MSFT,115,115.61000061035156,Technology
2018-10-01,NVDA,142,7.234000205993652,Technology
2018-10-01,PFE,207,42.00189971923828,Healthcare
2018-10-01,PG,136,83.66999816894531,Consumer Defensive
2018-10-01,QQQ,53,186.1699981689453,Other
2018-10-01,SPY,220,291.7300109863281,Other
2018-10-01,UNH,123,269.1000061035156,Healthcare
2018-10-01,VUG,138,161.4199981689453,Other
2018-10-01,WMT,115,31.46666717529297,Consumer Defensive
2018-10-01,XLF,99,27.690000534057617,Other
2018-10-01,XLV,96,95.62000274658203,Other
2018-11-01,AAPL,56,55.55500030517578,Technology
2018-11-01,ABBV,106,80.20999908447266,Healthcare
2018-11-01,BAC,86,27.809999465942383,Financial Services
2018-11-01,COST,97,229.60000610351562,Consumer Defensive
2018-11-01,EURUSD=X,73,1.1316697597503662,Other
2018-11-01,META,97,151.75,Communication Services
2018-11-01,GBPUSD=X,170,1.276943564414978,Other
2018-11-01,GOOGL,113,54.29899978637695,Communication Services
2018-11-01,GS,174,226.97000122070312,Financial Services
2018-11-01,INTC,126,48.220001220703125,Technology
2018-11-01,JNJ,167,140.82000732421875,Healthcare
2018-11-01,JPM,244,108.9800033569336,Financial Services
2018-11-01,JPYUSD=X,219,0.008861241862177849,Other
2018-11-01,KO,149,47.7400016784668,Consumer Defensive
2018-11-01,MS,211,45.88999938964844,Financial Services
2018-11-01,MSFT,115,105.91999816894531,Technology
2018-11-01,NVDA,142,5.452750205993652,Technology
2018-11-01,PFE,207,41.43263626098633,Healthcare
2018-11-01,PG,136,89.58999633789062,Consumer Defensive
2018-11-01,QQQ,53,172.05999755859375,Other
2018-11-01,SPY,220,273.510009765625,Other
2018-11-01,UNH,215,260.92999267578125,Healthcare
2018-11-01,VUG,138,148.72000122070312,Other
2018-11-01,WMT,204,33.526668548583984,Consumer Defensive
2018-11-01,XLF,99,26.399999618530273,Other
2018-11-01,XLV,96,89.81999969482422,Other
2018-12-01,AAPL,56,44.64500045776367,Technology
2018-12-01,ABBV,106,94.2699966430664,Healthcare
2018-12-01,BAC,86,28.399999618530273,Financial Services
2018-12-01,COST,97,231.27999877929688,Consumer Defensive
2018-12-01,EURUSD=X,73,1.1392766237258911,Other
2018-12-01,META,97,140.61000061035156,Communication Services
2018-12-01,GBPUSD=X,170,1.2784454822540283,Other
2018-12-01,GOOGL,113,55.48249816894531,Communication Services
2018-12-01,GS,174,190.69000244140625,Financial Services
2018-12-01,INTC,126,49.310001373291016,Technology
2018-12-01,JNJ,167,146.89999389648438,Healthcare
2018-12-01,JPM,244,111.19000244140625,Financial Services
2018-12-01,JPYUSD=X,219,0.008817486464977264,Other
2018-12-01,KO,149,50.400001525878906,Consumer Defensive
2018-12-01,MS,160,44.38999938964844,Financial Services
2018-12-01,MSFT,115,110.88999938964844,Technology
2018-12-01,NVDA,142,4.085750102996826,Technology
2018-12-01,PFE,207,43.861480712890625,Healthcare
2018-12-01,PG,136,94.51000213623047,Consumer Defensive
2018-12-01,QQQ,202,169.3699951171875,Other
2018-12-01,SPY,220,275.6499938964844,Other
2018-12-01,UNH,215,281.3599853515625,Healthcare
2018-12-01,VUG,138,147.27999877929688,Other
2018-12-01,WMT,204,32.54999923706055,Consumer Defensive
2018-12-01,XLF,99,26.969999313354492,Other
2018-12-01,XLV,96,95.87000274658203,Other
2019-01-01,AAPL,56,39.435001373291016,Technology
2019-01-01,ABBV,106,92.19000244140625,Healthcare
2019-01-01,BAC,86,24.639999389648438,Financial Services
2019-01-01,COST,97,203.7100067138672,Consumer Defensive
2019-01-01,EURUSD=X,73,1.1493064165115356,Other
2019-01-01,META,97,131.08999633789062,Communication Services
2019-01-01,GBPUSD=X,170,1.2738043069839478,Other
2019-01-01,GOOGL,131,52.24800109863281,Communication Services
2019-01-01,GS,174,167.0500030517578,Financial Services
2019-01-01,INTC,126,46.93000030517578,Technology
2019-01-01,JNJ,167,129.0500030517578,Healthcare
2019-01-01,JPM,244,97.62000274658203,Financial Services
2019-01-01,JPYUSD=X,219,0.009121591225266457,Other
2019-01-01,KO,149,47.349998474121094,Consumer Defensive
2019-01-01,MS,160,39.650001525878906,Financial Services
2019-01-01,MSFT,115,101.56999969482422,Technology
2019-01-01,NVDA,142,3.3375000953674316,Technology
2019-01-01,PFE,207,41.41366195678711,Healthcare
2019-01-01,PG,136,91.91999816894531,Consumer Defensive
2019-01-01,QQQ,202,154.25999450683594,Other
2019-01-01,SPY,220,249.9199981689453,Other
2019-01-01,UNH,215,249.1199951171875,Healthcare
2019-01-01,VUG,138,134.3300018310547,Other
2019-01-01,WMT,153,31.049999237060547,Consumer Defensive
2019-01-01,XLF,158,23.81999969482422,Other
2019-01-01,XLV,96,86.51000213623047,Other
2019-02-01,AAPL,56,41.630001068115234,Technology
2019-02-01,ABBV,106,80.5,Healthcare
2019-02-01,BAC,86,28.3799991607666,Financial Services
2019-02-01,COST,97,210.27000427246094,Consumer Defensive
2019-02-01,EURUSD=X,73,1.1449507474899292,Other
2019-02-01,META,97,165.7100067138672,Communication Services
2019-02-01,GBPUSD=X,170,1.3109424114227295,Other
2019-02-01,GOOGL,131,55.930999755859375,Communication Services
2019-02-01,GS,174,196.5399932861328,Financial Services
2019-02-01,INTC,126,48.72999954223633,Technology
2019-02-01,JNJ,167,134.1999969482422,Healthcare
2019-02-01,JPM,244,103.87999725341797,Financial Services
2019-02-01,JPYUSD=X,219,0.009187460877001286,Other
2019-02-01,KO,149,48.70000076293945,Consumer Defensive
2019-02-01,MS,160,41.81999969482422,Financial Services
2019-02-01,MSFT,115,102.77999877929688,Technology
2019-02-01,NVDA,142,3.6182498931884766,Technology
2019-02-01,PFE,207,40.68311309814453,Healthcare
2019-02-01,PG,136,97.47000122070312,Consumer Defensive
2019-02-01,QQQ,202,167.4499969482422,Other
2019-02-01,SPY,220,270.05999755859375,Other
2019-02-01,UNH,215,268.7200012207031,Healthcare
2019-02-01,VUG,138,146.55999755859375,Other
2019-02-01,WMT,153,31.286666870117188,Consumer Defensive
2019-02-01,XLF,158,26.049999237060547,Other
2019-02-01,XLV,96,90.75,Other
2019-03-01,AAPL,56,43.74250030517578,Technology
2019-03-01,ABBV,106,80.0999984741211,Healthcare
2019-03-01,BAC,86,29.309999465942383,Financial Services
2019-03-01,COST,97,219.44000244140625,Consumer Defensive
2019-03-01,EURUSD=X,73,1.1373459100723267,Other
2019-03-01,META,97,162.27999877929688,Communication Services
2019-03-01,GBPUSD=X,170,1.3264886140823364,Other
2019-03-01,GOOGL,131,57.42599868774414,Communication Services
2019-03-01,GS,174,198.1999969482422,Financial Services
2019-03-01,INTC,126,53.29999923706055,Technology
2019-03-01,JNJ,167,138.35000610351562,Healthcare
2019-03-01,JPM,244,104.43000030517578,Financial Services
2019-03-01,JPYUSD=X,219,0.008980127051472664,Other
2019-03-01,KO,149,45.380001068115234,Consumer Defensive
2019-03-01,MS,160,42.5,Financial Services
2019-03-01,MSFT,115,112.52999877929688,Technology
2019-03-01,NVDA,142,3.911250114440918,Technology
2019-03-01,PFE,207,41.138519287109375,Healthcare
2019-03-01,PG,136,98.44000244140625,Consumer Defensive
2019-03-01,QQQ,202,174.38999938964844,Other
2019-03-01,SPY,220,280.4200134277344,Other
2019-03-01,UNH,215,246.14999389648438,Healthcare
2019-03-01,VUG,138,153.44000244140625,Other
2019-03-01,WMT,153,32.643333435058594,Consumer Defensive
2019-03-01,XLF,158,26.690000534057617,Other
2019-03-01,XLV,96,92.94999694824219,Other
2019-04-01,AAPL,56,47.810001373291016,Technology
2019-04-01,ABBV,106,80.77999877929688,Healthcare
2019-04-01,BAC,86,28.540000915527344,Financial Services
2019-04-01,COST,97,244.19000244140625,Consumer Defensive
2019-04-01,EURUSD=X,73,1.1223849058151245,Other
2019-04-01,META,97,168.6999969482422,Communication Services
2019-04-01,GBPUSD=X,170,1.3022867441177368,Other
2019-04-01,GOOGL,131,59.94900131225586,Communication Services
2019-04-01,GS,174,196.74000549316406,Financial Services
2019-04-01,INTC,126,54.5099983215332,Technology
2019-04-01,JNJ,167,138.97999572753906,Healthcare
2019-04-01,JPM,244,104.63999938964844,Financial Services
2019-04-01,JPYUSD=X,219,0.009009414352476597,Other
2019-04-01,KO,149,46.720001220703125,Consumer Defensive
2019-04-01,MS,160,43.529998779296875,Financial Services
2019-04-01,MSFT,115,119.0199966430664,Technology
2019-04-01,NVDA,142,4.557000160217285,Technology
2019-04-01,PFE,207,40.64516067504883,Healthcare
2019-04-01,PG,136,103.63999938964844,Consumer Defensive
2019-04-01,QQQ,202,182.0399932861328,Other
2019-04-01,SPY,220,285.8299865722656,Other
2019-04-01,UNH,215,245.5399932861328,Healthcare
2019-04-01,VUG,138,158.17999267578125,Other
2019-04-01,WMT,153,32.606666564941406,Consumer Defensive
2019-04-01,XLF,158,26.34000015258789,Other
2019-04-01,XLV,96,91.88999938964844,Other
2019-05-01,AAPL,56,52.630001068115234,Technology
2019-05-01,ABBV,106,78.88999938964844,Healthcare
2019-05-01,BAC,86,30.260000228881836,Financial Services
2019-05-01,COST,97,241.58999633789062,Consumer Defensive
2019-05-01,EURUSD=X,73,1.121604323387146,Other
2019-05-01,META,97,193.02999877929688,Communication Services
2019-05-01,GBPUSD=X,170,1.3039849996566772,Other
2019-05-01,GOOGL,131,58.66600036621094,Communication Services
2019-05-01,GS,174,204.72999572753906,Financial Services
2019-05-01,INTC,66,50.7599983215332,Technology
2019-05-01,JNJ,167,141.9499969482422,Healthcare
2019-05-01,JPM,244,115.16000366210938,Financial Services
2019-05-01,JPYUSD=X,219,0.008977063931524754,Other
2019-05-01,KO,149,48.59000015258789,Consumer Defensive
2019-05-01,MS,160,47.56999969482422,Financial Services
2019-05-01,MSFT,115,127.87999725341797,Technology
2019-05-01,NVDA,142,4.511750221252441,Technology
2019-05-01,PFE,208,38.68121337890625,Healthcare
2019-05-01,PG,136,104.93000030517578,Consumer Defensive
2019-05-01,QQQ,202,188.92999267578125,Other
2019-05-01,SPY,220,291.80999755859375,Other
2019-05-01,UNH,215,231.9499969482422,Healthcare
2019-05-01,VUG,138,162.57000732421875,Other
2019-05-01,WMT,153,33.78666687011719,Consumer Defensive
2019-05-01,XLF,158,27.790000915527344,Other
2019-05-01,XLV,96,89.0999984741211,Other
2019-06-01,AAPL,56,43.76750183105469,Technology
2019-06-01,ABBV,106,76.70999908447266,Healthcare
2019-06-01,BAC,86,26.600000381469727,Financial Services
2019-06-01,COST,97,239.5800018310547,Consumer Defensive
2019-06-01,EURUSD=X,73,1.1131147146224976,Other
2019-06-01,META,97,177.47000122070312,Communication Services
2019-06-01,GBPUSD=X,170,1.2609704732894897,Other
2019-06-01,GOOGL,131,55.32500076293945,Communication Services
2019-06-01,GS,174,182.49000549316406,Financial Services
2019-06-01,INTC,66,44.040000915527344,Technology
2019-06-01,JNJ,167,131.14999389648438,Healthcare
2019-06-01,JPM,244,105.95999908447266,Financial Services
2019-06-01,JPYUSD=X,219,0.009144362062215805,Other
2019-06-01,KO,149,49.130001068115234,Consumer Defensive
2019-06-01,MS,160,40.689998626708984,Financial Services
2019-06-01,MSFT,115,123.68000030517578,Technology
2019-06-01,NVDA,142,3.3864998817443848,Technology
2019-06-01,PFE,208,39.39278793334961,Healthcare
2019-06-01,PG,136,102.91000366210938,Consumer Defensive
2019-06-01,QQQ,202,173.9499969482422,Other
2019-06-01,SPY,220,275.2699890136719,Other
2019-06-01,UNH,215,241.8000030517578,Healthcare
2019-06-01,VUG,138,153.39999389648438,Other
2019-06-01,WMT,153,33.813331604003906,Consumer Defensive
2019-06-01,XLF,191,26.010000228881836,Other
2019-06-01,XLV,96,87.27999877929688,Other
2019-07-01,AAPL,56,50.38750076293945,Technology
2019-07-01,ABBV,106,73.4000015258789,Healthcare
2019-07-01,BAC,86,29.420000076293945,Financial Services
2019-07-01,COST,97,263.54998779296875,Consumer Defensive
2019-07-01,EURUSD=X,73,1.1364928483963013,Other
2019-07-01,META,97,193.0,Communication Services
2019-07-01,GBPUSD=X,170,1.2694543600082397,Other
2019-07-01,GOOGL,131,55.0,Communication Services
2019-07-01,GS,174,206.86000061035156,Financial Services
2019-07-01,INTC,84,48.04999923706055,Technology
2019-07-01,JNJ,167,139.36000061035156,Healthcare
2019-07-01,JPM,244,113.68000030517578,Financial Services
2019-07-01,JPYUSD=X,219,0.009226623922586441,Other
2019-07-01,KO,149,51.599998474121094,Consumer Defensive
2019-07-01,MS,160,43.95000076293945,Financial Services
2019-07-01,MSFT,115,135.67999267578125,Technology
2019-07-01,NVDA,142,4.154250144958496,Technology
2019-07-01,PFE,208,41.52751541137695,Healthcare
2019-07-01,PG,136,110.48999786376953,Consumer Defensive
2019-07-01,QQQ,202,189.25999450683594,Other
2019-07-01,SPY,220,295.6600036621094,Other
2019-07-01,UNH,215,242.63999938964844,Healthcare
2019-07-01,VUG,138,165.07000732421875,Other
2019-07-01,WMT,153,36.87333297729492,Consumer Defensive
2019-07-01,XLF,191,27.93000030517578,Other
2019-07-01,XLV,96,93.0999984741211,Other
2019-08-01,AAPL,56,52.10749816894531,Technology
2019-08-01,ABBV,106,65.80000305175781,Healthcare
2019-08-01,BAC,86,29.489999771118164,Financial Services
2019-08-01,COST,97,274.57000732421875,Consumer Defensive
2019-08-01,EURUSD=X,73,1.1071745157241821,Other
2019-08-01,META,97,192.72999572753906,Communication Services
2019-08-01,GBPUSD=X,170,1.215376853942871,Other
2019-08-01,GOOGL,131,60.5890007019043,Communication Services
2019-08-01,GS,174,211.60000610351562,Financial Services
2019-08-01,INTC,84,49.5,Technology
2019-08-01,JNJ,167,130.2899932861328,Healthcare
2019-08-01,JPM,168,112.94000244140625,Financial Services
2019-08-01,JPYUSD=X,219,0.009189487434923649,Other
2019-08-01,KO,149,52.029998779296875,Consumer Defensive
2019-08-01,MS,160,42.93000030517578,Financial Services
2019-08-01,MSFT,115,138.05999755859375,Technology
2019-08-01,NVDA,142,4.123000144958496,Technology
2019-08-01,PFE,208,36.290321350097656,Healthcare
2019-08-01,PG,136,116.7300033569336,Consumer Defensive
2019-08-01,QQQ,202,190.14999389648438,Other
2019-08-01,SPY,58,294.8399963378906,Other
2019-08-01,UNH,215,249.25,Healthcare
2019-08-01,VUG,138,166.19000244140625,Other
2019-08-01,WMT,153,36.459999084472656,Consumer Defensive
2019-08-01,XLF,191,27.610000610351562,Other
2019-08-01,XLV,96,91.26000213623047,Other
2019-09-01,AAPL,56,52.185001373291016,Technology
2019-09-01,ABBV,106,65.73999786376953,Healthcare
2019-09-01,BAC,86,27.510000228881836,Financial Services
2019-09-01,COST,97,294.760009765625,Consumer Defensive
2019-09-01,EURUSD=X,193,1.1061947345733643,Other
2019-09-01,META,97,185.6699981689453,Communication Services
2019-09-01,GBPUSD=X,170,1.218650221824646,Other
2019-09-01,GOOGL,131,59.5265007019043,Communication Services
2019-09-01,GS,174,203.91000366210938,Financial Services
2019-09-01,INTC,84,47.40999984741211,Technology
2019-09-01,JNJ,167,128.36000061035156,Healthcare
2019-09-01,JPM,168,109.86000061035156,Financial Services
2019-09-01,JPYUSD=X,219,0.00939514022320509,Other
2019-09-01,KO,149,55.040000915527344,Consumer Defensive
2019-09-01,MS,160,41.4900016784668,Financial Services
2019-09-01,MSFT,115,137.86000061035156,Technology
2019-09-01,NVDA,142,4.187749862670898,Technology
2019-09-01,PFE,208,33.72865295410156,Healthcare
2019-09-01,PG,136,120.2300033569336,Consumer Defensive
2019-09-01,QQQ,202,187.47000122070312,Other
2019-09-01,SPY,58,292.45001220703125,Other
2019-09-01,UNH,215,234.0,Healthcare
2019-09-01,VUG,138,166.17999267578125,Other
2019-09-01,WMT,153,38.086666107177734,Consumer Defensive
2019-09-01,XLF,191,26.920000076293945,Other
2019-09-01,XLV,96,90.5999984741211,Other
2019-10-01,AAPL,56,56.147499084472656,Technology
2019-10-01,ABBV,106,73.2300033569336,Healthcare
2019-10-01,BAC,86,28.440000534057617,Financial Services
2019-10-01,COST,223,283.92999267578125,Consumer Defensive
2019-10-01,EURUSD=X,193,1.0899657011032104,Other
2019-10-01,META,97,175.80999755859375,Communication Services
2019-10-01,GBPUSD=X,170,1.2289994955062866,Other
2019-10-01,GOOGL,131,60.29999923706055,Communication Services
2019-10-01,GS,174,202.69000244140625,Financial Services
2019-10-01,INTC,84,50.7599983215332,Technology
2019-10-01,JNJ,167,129.99000549316406,Healthcare
2019-10-01,JPM,168,115.55000305175781,Financial Services
2019-10-01,JPYUSD=X,219,0.009253347292542458,Other
2019-10-01,KO,149,54.650001525878906,Consumer Defensive
2019-10-01,MS,160,41.380001068115234,Financial Services
2019-10-01,MSFT,115,137.07000732421875,Technology
2019-10-01,NVDA,142,4.349999904632568,Technology
2019-10-01,PFE,208,33.61479949951172,Healthcare
2019-10-01,PG,136,123.8499984741211,Consumer Defensive
2019-10-01,QQQ,202,187.27000427246094,Other
2019-10-01,SPY,58,293.239990234375,Other
2019-10-01,UNH,215,217.2100067138672,Healthcare
2019-10-01,VUG,138,164.6300048828125,Other
2019-10-01,WMT,153,39.28333282470703,Consumer Defensive
2019-10-01,XLF,191,27.40999984741211,Other
2019-10-01,XLV,96,89.25,Other
2019-11-01,AAPL,56,63.95500183105469,Technology
2019-11-01,ABBV,106,81.75,Healthcare
2019-11-01,BAC,86,31.799999237060547,Financial Services
2019-11-01,COST,223,296.0899963378906,Consumer Defensive
2019-11-01,EURUSD=X,193,1.1157102584838867,Other
2019-11-01,META,97,193.6199951171875,Communication Services
2019-11-01,GBPUSD=X,170,1.2939623594284058,Other
2019-11-01,GOOGL,131,63.61249923706055,Communication Services
2019-11-01,GS,174,217.38999938964844,Financial Services
2019-11-01,INTC,84,56.5099983215332,Technology
2019-11-01,JNJ,167,131.1999969482422,Healthcare
2019-11-01,JPM,168,127.80000305175781,Financial Services
2019-11-01,JPYUSD=X,219,0.009259602054953575,Other
2019-11-01,KO,149,53.900001525878906,Consumer Defensive
2019-11-01,MS,160,47.33000183105469,Financial Services
2019-11-01,MSFT,164,143.72000122070312,Technology
2019-11-01,NVDA,142,5.0647501945495605,Technology
2019-11-01,PFE,208,36.42314910888672,Healthcare
2019-11-01,PG,136,123.87000274658203,Consumer Defensive
2019-11-01,QQQ,202,198.8699951171875,Other
2019-11-01,SPY,58,306.1400146484375,Other
2019-11-01,UNH,215,252.2100067138672,Healthcare
2019-11-01,VUG,138,172.02000427246094,Other
2019-11-01,WMT,153,39.206668853759766,Consumer Defensive
2019-11-01,XLF,191,29.1200008392334,Other
2019-11-01,XLV,96,94.87000274658203,Other
2019-12-01,AAPL,56,66.8125,Technology
2019-12-01,ABBV,106,87.7300033569336,Healthcare
2019-12-01,BAC,86,33.31999969482422,Financial Services
2019-12-01,COST,223,299.80999755859375,Consumer Defensive
2019-12-01,EURUSD=X,193,1.101176142692566,Other
2019-12-01,META,97,201.63999938964844,Communication Services
2019-12-01,GBPUSD=X,170,1.29128897190094,Other
2019-12-01,GOOGL,131,65.20449829101562,Communication Services
2019-12-01,GS,174,221.35000610351562,Financial Services
2019-12-01,INTC,84,58.04999923706055,Technology
2019-12-01,JNJ,167,137.49000549316406,Healthcare
2019-12-01,JPM,168,131.75999450683594,Financial Services
2019-12-01,JPYUSD=X,219,0.009131419472396374,Other
2019-12-01,KO,149,53.400001525878906,Consumer Defensive
2019-12-01,MS,160,49.47999954223633,Financial Services
2019-12-01,MSFT,164,151.3800048828125,Technology
2019-12-01,NVDA,142,5.418499946594238,Technology
2019-12-01,PFE,208,36.54648971557617,Healthcare
2019-12-01,PG,136,122.05999755859375,Consumer Defensive
2019-12-01,QQQ,202,205.10000610351562,Other
2019-12-01,SPY,58,314.30999755859375,Other
2019-12-01,UNH,215,279.8699951171875,Healthcare
2019-12-01,VUG,138,177.39999389648438,Other
2019-12-01,WMT,191,39.6966667175293,Consumer Defensive
2019-12-01,XLF,191,30.149999618530273,Other
2019-12-01,XLV,96,99.48999786376953,Other
2020-01-01,AAPL,56,73.4124984741211,Technology
2020-01-01,ABBV,106,88.54000091552734,Healthcare
2020-01-01,BAC,86,35.220001220703125,Financial Services
2020-01-01,COST,223,293.9200134277344,Consumer Defensive
